,location,latitude,longitude,country
14726,"Prague, Czechia",50.0874654,14.4212535,Česko
14727,"Tepetlaoxtoc, Méx., México",19.54918475,-98.75156233,México
14728,"Cabudare, Lara, Venezuela",10.0260507,-69.2436557,Venezuela
14729,"American Fork, UT 84003, USA",40.3768064,-111.7959146,United States
14730,"Honolulu, Hawaii, United States",21.304547,-157.855676,United States
14731,"Boynton Beach, Florida, United States",26.5256179,-80.0666026,United States
14732,"Horsham VIC 3400, Australia",-36.7148099,142.2018105,Australia
14733,"Wolmaransstad, 2630, South Africa",-27.200475,25.979925,South Africa
14734,"Wolcott, VT, USA",44.5464418,-72.4584429,United States
14735,"Scottsville, NY 14546, USA",43.0258957,-77.7452826,United States
14736,"Trübbach, 9477 Wartau, Switzerland",47.0728543,9.4818828,Schweiz/Suisse/Svizzera/Svizra
14737,"Lawrenceville, PA 16929, USA",41.9975863,-77.126121,United States
14738,"Ita, Paraguay",-25.5074747,-57.3631906,Paraguay
14739,"Siloam Springs, AR 72761, USA",36.1881365,-94.5404962,United States
14740,"Indiana, EE. UU.",40.3270127,-86.1746933,United States
14741,"St. Augustine, FL, USA",29.8946952,-81.3145395,United States
14742,"Winamac, IN 46996, USA",41.0514299,-86.6030648,United States
14743,"A Coruña, A Coruña, Spain",43.3709703,-8.3959425,España
14744,"Madrid, España",40.4167047,-3.7035825,España
14745,"Villa La Angostura, Neuquén, Argentina",-40.7620649,-71.6473205,Argentina
14746,"Vorkuta, Russia",67.5035662,64.0627028,Россия
14747,"Sonceboz-Sombeval, Switzerland",47.1967887,7.1705782,Schweiz/Suisse/Svizzera/Svizra
14748,"Beetown, WI 53804, USA",42.7949911,-90.8854047,United States
14749,"Alice Springs, Australia",-23.6983884,133.8812885,Australia
14750,"Little Canada, MN, USA",45.0269101,-93.0877197,United States
14751,"Puerto Armuelles, Panamá",8.2725603,-82.8604458,Panamá
14752,"Washington, DC 20032, USA",38.8983696,-77.0058628,United States
14753,"Shawnee, KS, USA",39.0273676,-95.7627535,United States
14754,"Spanish Town, Jamaica",17.9956926,-76.9540831,Jamaica
14755,"39738 Solórzano, Cantabria, España",43.37457891,-3.592817743,España
14756,"Scarborough, Ontario, Canada",43.7729744,-79.2576479,Canada
14757,"Tulcán, Ecuador",0.8114572,-77.7172256,Ecuador
14758,"León, Guanajuato, Mexico",21.1218598,-101.6825081,México
14759,"LaGrange, IN 46761, USA",41.6372578,-85.4216948,United States
14760,"Güiria, Sucre, Venezuela",10.5788152,-62.3010738,Venezuela
14761,"Monte, 3870 Monte, Portugal",-32.9438677,-68.8407794,Argentina
14762,"Greenock, UK",55.9473423,-4.7564721,United Kingdom
14763,"Fernando de la Mora, Paraguay",-25.3281673,-57.5521492,Paraguay
14764,"Carrollton, Texas, EE. UU.",32.9537349,-96.8902816,United States
14765,"Częstochowa, Poland",50.8120466,19.113213,Polska
14766,"Tecate, B.C., México",32.5653831,-116.6298787,México
14767,"Palmyra, PA, USA",40.3088578,-76.5932369,United States
14768,Rotherham,53.4310417,-1.355187,United Kingdom
14769,"Lysychans'k, Luhans'ka oblast, Ukraine",48.917267,38.4285981,Україна
14770,"Planeta Rica, Planeta Rica, Córdoba, Colombia",8.4076739,-75.5840456,Colombia
14771,"Golden Beach QLD, Australia",-26.8228125,153.1175038,Australia
14772,"Fuenlabrada, Madrid, España",40.282476,-3.7923422,España
14773,"Alberta, Canada",55.001251,-115.002136,Canada
14774,"Male, Maldives",4.1779879,73.5107387,ދިވެހިރާއްޖެ
14775,"Amazonas, Perú",-5,-78,Perú
14776,"Mount Pearl, NL, Canada",47.5189105,-52.81447527,Canada
14777,"Blacktown NSW 2148, Australia",-33.7739882,150.9036186,Australia
14778,"Dakar, Senegal",14.693425,-17.447938,Sénégal
14779,"Redhill, UK",51.2404691,-0.1682816,United Kingdom
14780,"Tzaneen, South Africa",-23.8319444,30.1611111,South Africa
14781,"08430 La Roca del Vallès, Barcelona, España",41.59357722,2.324779609,España
14782,"Juárez, Chih., México",28.6517723,-106.0277621,México
14783,"Newmarket, ON, Canada",44.056258,-79.461708,Canada
14784,"Abbeville, AL 36310, USA",31.5702088,-85.2503315,United States
14785,"Albacete, Albacete, Spain",38.9950921,-1.8559154,España
14786,"34497 Korbach, Germany",51.2753651,8.8713462,Deutschland
14787,"Tomah, WI 54660, USA",43.9861433,-90.5054046,United States
14788,"Skokie, IL, USA",42.0333694,-87.7333972,United States
14789,"San Jose, New York, United States",43.2207891,-77.4102898,United States
14790,"Kemi, Finland",65.7333404,24.5666495,Suomi / Finland
14791,"Hamilton, MT 59840, USA",46.248886,-114.154332,United States
14792,"Aalborg, Denmark",57.0462626,9.9215263,Danmark
14793,"Northwich, Northwich, Cheshire West and Chester, UK",53.2613648,-2.4968484,United Kingdom
14794,"Richards Bay, South Africa",-28.7707857,32.0577775,South Africa
14795,"Frankfort, OH 45628, USA",39.4014524,-83.1807431,United States
14796,"SC, EE. UU.",33.6874388,-80.4363743,United States
14797,"Stonewall, LA 71078, USA",32.2818252,-93.8240703,United States
14798,"Sandpoint, ID, USA",48.2765903,-116.553247,United States
14799,"New Britain, Connecticut, EE. UU.",41.6612104,-72.7795419,United States
14800,"Brugge, 8000 Brugge, Belgium",51.2085526,3.226772,België / Belgique / Belgien
14801,"Carleton, MI 48117, USA",42.0592101,-83.3907658,United States
14802,"Valladolid, Valladolid, España",41.6521328,-4.728562,España
14803,"22000 Saint-Brieuc, France",48.51470203,-2.764685738,France
14804,"Issue, MD 20645, USA",38.2904061,-76.8799701,United States
14805,"Zapopan, Jalisco, Mexico",20.7211203,-103.3913671,México
14806,"Katlehong, South Africa",-26.338611,28.151111,South Africa
14807,"Perryville, AR 72126, USA",35.0048102,-92.8026673,United States
14808,"Cordoba, Colombia",8.3344713,-75.6666238,Colombia
14809,"La Paz, Bolivia",-16.4955455,-68.1336229,Bolivia
14810,"Montgomery, NY 12549, USA",41.5275938,-74.236816,United States
14811,"Stanley, Stanley, County Durham DH9 7BE, UK",54.86448765,-1.712333997,United Kingdom
14812,"Casterton VIC 3311, Australia",-37.585285,141.4037762,Australia
14813,"Castlebar, Co. Mayo, Ireland",53.8568418,-9.297967,Éire / Ireland
14814,Kuala Lumpur,3.1516964,101.6942371,Malaysia
14815,"Bayville, NJ 08721, USA",39.9092852,-74.1548614,United States
14816,"Richardson, Texas",32.9481789,-96.7297206,United States
14817,"Villa de Cura 2126, Aragua, Venezuela",10.0385351,-67.5024648,Venezuela
14818,"Burnley, United Kingdom",53.7907262,-2.2439196,United Kingdom
14819,"Guantánamo, Cuba",20.1431797,-75.2034783,Cuba
14820,"Laveen Village, Phoenix, AZ, EE. UU.",33.38490325,-112.1250803,United States
14821,"San Pedro Tlaquepaque, Jal., México",20.59257745,-103.3388803,México
14822,"Loreto, B.C.S., México",26.0097913,-111.3452523,México
14823,"Kannapolis, NC, USA",35.4874708,-80.621438,United States
14824,"Pavas, San Jose, Costa Rica",9.9481032,-84.134977,Costa Rica
14825,"Baden, Switzerland",47.4736827,8.3086822,Schweiz/Suisse/Svizzera/Svizra
14826,"Cobourg, ON, Canada",43.9595998,-78.1677784,Canada
14827,"Lomza, Poland",53.18243065,22.05218382,Polska
14828,"José Marmol, Buenos Aires, Argentina",-34.7872701,-58.3690104,Argentina
14829,"Durrës 2000, Albania",41.313255,19.4462348,Shqipëria
14830,"Devine, TX 78016, USA",29.1399633,-98.905306,United States
14831,"Hartville, OH 44632, USA",40.9636685,-81.3312195,United States
14832,"Čačak, Serbia",43.8914332,20.3491624,Србија
14833,"Plock, Poland",52.5464521,19.7008606,Polska
14834,"Quincy, Florida, United states",30.5871948,-84.5832619,United States
14835,"Kropyvnytskyi, Kirovohrad Oblast, Ukraine, 25000",48.4930583,32.2150714,Україна
14836,"Kurunegala, Sri Lanka",7.4870464,80.364908,ශ්‍රී ලංකාව இலங்கை
14837,"Grayson, Georgia",33.8942729,-83.95574,United States
14838,"Delta, BC, Canada",49.0846258,-123.057938,Canada
14839,"Dade City, FL, USA",28.3647248,-82.1959178,United States
14840,"Farwell, MI 48622, USA",43.835025,-84.866967,United States
14841,"San Felipe, Venezuela",10.3394796,-68.7417033,Venezuela
14842,"Guacara, Carabobo, Venezuela",10.2172127,-67.8836179,Venezuela
14843,"Junín, Perú",-11.5,-75,Perú
14844,"Suwanee, GA 30024, USA",34.0514898,-84.0712997,United States
14845,"Jacksonville, AR, USA",34.8662005,-92.1101458,United States
14846,"Jülich, Germany",50.9220931,6.3611015,Deutschland
14847,"Fuengirola, Málaga, Spain",36.5387779,-4.6233348,España
14848,"Columbus, Ohio, United States",39.9622601,-83.0007065,United States
14849,"Alexandria, KY 41001, USA",38.9595078,-84.3879946,United States
14850,"Lloret de Mar, Girona, Spain",41.6973503,2.8392392,España
14851,"Chippewa Falls, WI 54729, USA",44.9369054,-91.3929348,United States
14852,"San Juan, San Juan Province, Argentina",-31.3636617,-58.03258363,Argentina
14853,"Ashton-under-Lyne, UK",53.4865407,-2.098691,United Kingdom
14854,"Castilla y León, España",41.8037172,-4.7471726,España
14855,"Costa del Silencio, Santa Cruz de Tenerife, Spain",28.0096953,-16.6455427,España
14856,"D'Abadie, Trinidad and Tobago",10.6289906,-61.3109079,Trinidad and Tobago
14857,"Tallahassee, Florida, EE. UU.",30.4380832,-84.2809332,United States
14858,"Camden, SC, USA",34.2464886,-80.6070391,United States
14859,"Chatham, VA 24531, USA",36.8256943,-79.3980806,United States
14860,"San Fernando de Apure, Venezuela",7.8785583,-67.4681246,Venezuela
14861,"Perry, OK 73077, USA",36.2907352,-97.288396,United States
14862,"Badajoz, España",38.88964355,-6.980142451,España
14863,"38611 San Isidro, Santa Cruz de Tenerife, Spain",28.6224343,-17.926679,España
14864,"Reedley, CA, USA",36.5963395,-119.450402,United States
14865,"Ilopango, El Salvador",13.6941885,-89.1104745,El Salvador
14866,"Surabaya, Surabaya, East Java, Indonesia",-7.2633996,112.7258079,Indonesia
14867,"Cascas, Perú",-7.479441,-78.819392,Perú
14868,"Mexicali, B.C., México",32.6248622,-115.448325,México
14869,"Oklahoma, United States",34.9550817,-97.2684063,United States
14870,"Princeton, IN 47670, USA",38.355439,-87.5678034,United States
14871,"Aliceville, AL 35442, USA",33.1293544,-88.1517162,United States
14872,"Arichuna 7001, Apure, Venezuela",7.7143778,-67.1190873,Venezuela
14873,"Sheridan, WY 82801, USA",44.797194,-106.956179,United States
14874,"Loreto, Perú",-5,-75,Perú
14875,"28023 Madrid, España",40.45416012,-3.786613202,España
14876,"Alexandria, LA, USA",33.768701,-85.88066869,United States
14877,"PR-625, Arecibo, 00612, Puerto Rico",18.3635102,-66.750575,United States
14878,Ghana,8.0300284,-1.0800271,Ghana
14879,"Izlake, Slovenia",46.1535864,14.9307196,Slovenija
14880,"Coquimbo, Coquimbo, Región de Coquimbo, Chile",-29.9531928,-71.3379884,Chile
14881,"Ciudad Madero, Tamaulipas, Mexico",22.278368,-97.82428607,México
14882,"Somerset, KY 42503, USA",37.0920222,-84.6041084,United States
14883,"Chalandri, Greece",38.0215202,23.7984139,Ελλάς
14884,"Aley, Lebanon",33.8082697,35.6061181,لبنان
14885,"Chaiten, Chaitén, X Región, Chile",-42.856117,-72.666365,Chile
14886,"Meridian, MS, USA",32.3643098,-88.703656,United States
14887,Edinburgh,55.9533456,-3.1883749,United Kingdom
14888,"Indiana, United States",40.3270127,-86.1746933,United States
14889,"Brunswick, OH 44212, USA",41.2456819,-81.8275398,United States
14890,"Alloa, Clackmannanshire, UK",56.1156137,-3.7922423,United Kingdom
14891,"Santa Cruz, Ecuador",-0.62881505,-90.3638752,Ecuador
14892,"31160 Orcoyen, Navarra, España",42.82289473,-1.6970381,España
14893,"Floresville, TX 78114, USA",29.1335781,-98.1561192,United States
14894,"Norwood, MA, USA",40.7055931,-89.6987129,United States
14895,"Modena MO, Italy",44.6458885,10.9255707,Italia
14896,"Perm, Russia",58.5951603,56.3159546,Россия
14897,"Móstoles, Madrid, Spain",40.3238525,-3.8649214,España
14898,"Cainta, 1900 Rizal, Philippines",14.5780161,121.1163072,Pilipinas / Philippines
14899,"North Manchester, IN 46962, USA",41.0006005,-85.768597,United States
14900,"Penn Valley, CA 95946, USA",39.1948165,-121.1926464,United States
14901,"West Valley City, Utah, EE. UU.",40.6967254,-111.9868211,United States
14902,"Suffolk County, NY, USA",40.8832318,-72.8578027,United States
14903,"Portorož, Slovenia",45.5146489,13.5910112,Slovenija
14904,Wisconsin,44.4308975,-89.6884637,United States
14905,"Coupeville, WA 98239, USA",48.214667,-122.6807604,United States
14906,"Quetzaltenango, Guatemala",14.7360257,-91.6152074,Guatemala
14907,"Fürstenau, Germany",52.5167872,7.6749583,Deutschland
14908,"Milford, DE, USA",38.9130453,-75.4278733,United States
14909,"Wisconsin Rapids, WI, USA",44.3917589,-89.8228767,United States
14910,"Castella, California, United States",41.1384854,-122.3177877,United States
14911,"Seminole, FL, USA",28.7225829,-81.2353683,United States
14912,"Faro District, Portugal",37.2444729,-8.150644022,Portugal
14913,"Prior Lake, MN, USA",44.7133271,-93.4226873,United States
14914,"Winchester, CT, USA",41.918742,-73.1045003,United States
14915,"Fernando De La Mora, Paraguay",-25.3281673,-57.5521492,Paraguay
14916,"Estacada, OR 97023, USA",45.2864689,-122.3342596,United States
14917,"Hookstown, PA, USA",40.5992324,-80.4728444,United States
14918,"Haarlem, North Holland",52.38370575,4.643559697,Nederland
14919,"Sorreisa, Norway",69.1454396,18.1529623,Norge
14920,"Newfield, NY, USA",42.3621811,-76.5905632,United States
14921,"Hamilton, Bermuda",32.2956076,-64.7827048,Bermuda
14922,"Hazen, ND 58545, USA",47.294448,-101.622665,United States
14923,"Lakewood, California",33.8503463,-118.117191,United States
14924,"Belfast, ME 04915, USA",44.4261194,-69.0067359,United States
14925,"Danbury, Connecticut, EE. UU.",41.394817,-73.4540111,United States
14926,"Santa Ana, Panamá",8.95694825,-79.53870843,Panamá
14927,"Aarschot, Belgium",50.9842743,4.836429,België / Belgique / Belgien
14928,"Dillonvale, OH, USA",39.2164216,-84.40081359,United States
14929,"Burden, KS 67019, USA",37.3128025,-96.7541973,United States
14930,"Yuzhne, Odessa Oblast, Ukraine",46.6225029,31.0994897,Україна
14931,"Mamaroneck, NY, USA",40.9487314,-73.7331416,United States
14932,"Koléa, Algeria",36.6373657,2.769126,Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
14933,"Tarragona, Tarragona, Spain",41.1172364,1.2546057,España
14934,"Castro, Los Lagos, Chile",-42.482375,-73.7642918,Chile
14935,"Lund Municipality, Sweden",55.6932601,13.320832,Sverige
14936,"Namsos, Norway",64.46663725,11.33450472,Norge
14937,"Wrens, GA 30833, USA",33.2076456,-82.391792,United States
14938,"Goshen, IN, USA",41.5824086,-85.834366,United States
14939,"San Sebastian, Aragua, Venezuela",9.9498242,-67.1784731,Venezuela
14940,"Detroit, Michigan",42.3315509,-83.0466403,United States
14941,"Ulus, Bartın, Turkey",41.5815174,32.6358823,Türkiye
14942,"West Islip, NY, USA",40.7058564,-73.3077301,United States
14943,"Cliffside Park, NJ, USA",40.8214894,-73.9876388,United States
14944,"Alaquàs, Valencia, Spain",39.4572928,-0.46098,España
14945,"Thetford, Norfolk, UK",52.4156001,0.748712,United Kingdom
14946,"El Tigre, Anzoategui, Venezuela",8.8856183,-64.2486608,Venezuela
14947,"Jones, MI 49061, USA",41.9025472,-85.7994422,United States
14948,"El Socorro 2355, Guárico, Venezuela",8.9981574,-65.7461571,Venezuela
14949,"Neptune City, NJ 07753, USA",40.2001133,-74.0279152,United States
14950,"San Antonio, Nueva Esparta, Venezuela",10.9562745,-63.9210863,Venezuela
14951,"Santa Elena de Uairén 8011, Bolívar, Venezuela",4.6026496,-61.1060525,Venezuela
14952,"29130 Alhaurín de la Torre, Málaga, España",36.66845051,-4.565741835,España
14953,"New Martinsville, WV 26155, USA",39.6445214,-80.8575993,United States
14954,"Santa Rosa, CA, USA",38.4404925,-122.7141049,United States
14955,"Dingess, WV 25671, USA",37.8723216,-82.174858,United States
14956,"Frankfort, IL, USA",41.4958665,-87.8486613,United States
14957,"Scranton, AR 72863, USA",35.3605141,-93.5402028,United States
14958,"Sergeant Bluff, IA, USA",42.4039197,-96.3589804,United States
14959,"Baldwin, MI 49304, USA",43.901123,-85.851729,United States
14960,"Chiapas, Mexico",16.5000001,-92.5000001,México
14961,"Jyväskylä, Finland",62.2393431,25.7458236,Suomi / Finland
14962,"Brewton, AL 36426, USA",31.1051779,-87.0721918,United States
14963,"Lucerne, Switzerland",47.0505452,8.3054682,Schweiz/Suisse/Svizzera/Svizra
14964,"York, UK",53.9590555,-1.0815361,United Kingdom
14965,"Haywards Heath, UK",50.9999616,-0.1049747,United Kingdom
14966,"Finspång, Sweden",58.8,15.833333,Sverige
14967,"Osorno, X Región, Chile",-40.5732371,-73.1358145,Chile
14968,"Dustin, OK 74839, USA",35.2706529,-96.0308348,United States
14969,"Pihuamo, Jalisco, Mexico",19.169313,-103.3877865,México
14970,Washington DC,38.8950368,-77.0365427,United States
14971,"Fresh Meadows, Queens, NY, EE. UU.",40.7348246,-73.7934668,United States
14972,"Seoul, South Korea",37.5666791,126.9782914,대한민국
14973,"Orchards, WA, USA",45.6838709,-122.5292701,United States
14974,"Greensboro, NC, EE. UU.",36.0726355,-79.7919754,United States
14975,"Dumfries, Virginia, United States",38.5676202,-77.3280382,United States
14976,"Kouvola, Finland",60.8701996,26.7018042,Suomi / Finland
14977,"Heber Springs, AR, USA",35.4976958,-92.0324875,United States
14978,"Yumbo, Yumbo, Valle del Cauca, Colombia",3.5955722,-76.52265,Colombia
14979,"Gasparillo, Trinidad and Tobago",10.3155603,-61.4287882,Trinidad and Tobago
14980,"Atlantic City, NJ, USA",39.3642852,-74.4229351,United States
14981,"Devils Lake, ND 58301, USA",48.1103182,-98.8615036,United States
14982,"Coalinga, CA 93210, USA",36.16101585,-120.2945192,United States
14983,"Cantón Duran, Ecuador",-2.17592295,-79.85399641,Ecuador
14984,"El Crucero, Nicaragua",11.9888853,-86.3103503,Nicaragua
14985,"Port-au-prince, Haiti",18.547327,-72.3395928,Ayiti
14986,"Mie Prefecture, Japan",34.7339685,136.5154489,日本
14987,"Chaves, Portugal",41.7399453,-7.471477,Portugal
14988,"Parma, OH, USA",41.3822398,-81.7355692,United States
14989,"Cd Río Bravo, Tamps., Mexico",27.526623,-99.5310025,México
14990,"Portland, Oregón, EE. UU.",45.5202471,-122.674194,United States
14991,"Hamilton Township, NJ, USA",40.2307818,-74.7236162,United States
14992,"El Tambo, Peru",-11.97218,-75.14734223,Perú
14993,"02006 Albacete, España",38.98549795,-1.871961666,España
14994,"Miami, Florida, EE. UU.",25.7741728,-80.19362,United States
14995,"Valdemoro, Madrid, España",40.1888604,-3.67143,España
14996,"Twin Cities, MN, USA",44.9863392,-93.1794558,United States
14997,"Salcedo, Ecuador",-1.0570033,-78.54111389,Ecuador
14998,"Fisher, WV 26818, USA",39.0514971,-79.0033628,United States
14999,"Lampasas, TX 76550, USA",31.1761363,-98.240563,United States
15000,"Guwahati, Assam 781001, India",26.1805978,91.753943,India
15001,"Perry Point, MD, USA",39.5542797,-76.071894,United States
15002,"Campana, Buenos Aires, Argentina",-34.1636631,-58.9586837,Argentina
15003,"Juneau, Alaska, EE. UU.",58.3019496,-134.419734,United States
15004,"Lautaro, Araucanía, Chile",-38.534312,-72.4350504,Chile
15005,"Essex Junction, Essex, VT, USA",44.4925763,-73.1102107,United States
15006,"Norwalk, Connecticut, EE. UU.",41.1175966,-73.4078968,United States
15007,"Cherkasy, Cherkas'ka oblast, Ukraine",49.4200261,32.10236618,Україна
15008,"Boise, Idaho, EE. UU.",43.6166163,-116.200886,United States
15009,"Hallstead, PA 18822, USA",41.9612241,-75.7430871,United States
15010,"Glenside, PA, USA",40.1023326,-75.1521195,United States
15011,"Fort Myers, FL 33908, USA",26.640628,-81.8723084,United States
15012,"Mallorca, Islas Baleares, España",39.613432,2.880353636,España
15013,"Vega Baja, Vega Baja 00693, Puerto Rico",37.9784189,-0.6831769,España
15014,"Russellville, KY 42276, USA",36.8453199,-86.887219,United States
15015,"Dallas, Texas, EE. UU.",32.7762719,-96.7968559,United States
15016,"Pissouri, Cyprus",34.6689046,32.7010481,Κύπρος - Kıbrıs
15017,"Ashland, OH 44805, USA",40.7887367,-82.2360391,United States
15018,"Montego Bay, Jamaica",18.4724603,-77.9217357,Jamaica
15019,"25000 Besançon, France",47.24463439,6.020948052,France
15020,"North Adams, MA 01247, USA",42.6990321,-73.1118964,United States
15021,"Boscobel, WI 53805, USA",43.1344278,-90.7054009,United States
15022,"909 01 Skalica, Slovakia",48.84381777,17.23174725,Slovensko
15023,"Alvarado, TX 76009, USA",27.534178,-99.293305,United States
15024,"Hubbard Lake, Michigan, USA",44.8059335,-83.55757808,United States
15025,"Bainbridge, GA, USA",30.9038252,-84.5754768,United States
15026,"Canóvanas, 00729, Puerto Rico",18.3791932,-65.9010221,United States
15027,"Fry, France",49.5304856,1.5260003,France
15028,"Tillsonburg, ON, Canada",42.859494,-80.7265015,Canada
15029,"Florence, New Jersey, United States",40.1187646,-74.805968,United States
15030,"07157 Port d'Andratx, Illes Balears, Spain",39.5455483,2.3911636,España
15031,"Eldersburg, MD, USA",39.4137459,-76.9474188,United States
15032,"Quezaltepeque, El Salvador",13.833727,-89.2708537,El Salvador
15033,"Oistins, Barbados",13.0631947,-59.542242,Barbados
15034,"Watford, United Kingdom",51.6553875,-0.3957425,United Kingdom
15035,"Waynesboro, VA 22980, USA",38.0686668,-78.8893999,United States
15036,"95034 Bronte CT, Italy",37.78729146,14.8360786,Italia
15037,"Gillingham, Medway, UK",51.3871701,0.5461611,United Kingdom
15038,"Broken Arrow, Oklahoma, EE. UU.",36.0525993,-95.7908195,United States
15039,"Middleville, MI 49333, USA",42.7130889,-85.4619599,United States
15040,"California City, United States",35.125801,-117.9859038,United States
15041,"Bogotá, Bogotá Distrito Capital, Cundinamarca, Colombia",4.2129478,-74.2365591,Colombia
15042,"Byron Center, MI 49315, USA",42.81928795,-85.72791602,United States
15043,Mississippi,32.9715285,-89.7348497,United States
15044,"San Francisco de Tiznados 2304, Guárico, Venezuela",9.5197659,-67.6058822,Venezuela
15045,"Somerset, KY 42501, USA",37.1002733,-84.62515983,United States
15046,"Elk Grove, CA, USA",38.4087993,-121.3716178,United States
15047,"Jyväskylä, Finlandia",62.2393431,25.7458236,Suomi / Finland
15048,"St. George, UT, USA",37.104153,-113.5841313,United States
15049,"Pelileo, Ecuador",-1.3293759,-78.545843,Ecuador
15050,"Londonderry BT48, UK",54.9931117,-7.323577209,United Kingdom
15051,"McPherson, Kansas, United States",38.3659015,-97.6575171,United States
15052,"4551 Sas van Gent, Netherlands",51.2277846,3.7999364,Nederland
15053,"Sikeston, MO 63801, USA",36.876719,-89.5878579,United States
15054,"Hunnebovägen, 450 46 Hunnebostrand, Sweden",58.4342641,11.2986262,Sverige
15055,"38678 Callao Salvaje, Santa Cruz de Tenerife, Spain",28.1313096,-16.7803345,España
15056,"Capitan, NM 88316, USA",33.5453572,-105.5722043,United States
15057,"Manchester, NH, EE. UU.",42.9956397,-71.4547891,United States
15058,"Khartoum, Sudan",15.5635972,32.5349123,السودان
15059,"Pedrógão Grande, 3270, Portugal",39.9169584,-8.145564,Portugal
15060,"Orebro County, Sweden",59.37857495,14.9882767,Sverige
15061,"Oslo, Noruega",59.9133301,10.7389701,Norge
15062,"Zaragoza, Spain",41.6521342,-0.8809428,España
15063,"Hawk Springs, WY, USA",41.786082,-104.2646783,United States
15064,"Tarxien, Malta",35.8648857,14.5114877,Malta
15065,"La Chorrera, Panamá",8.98018465,-79.87408972,Panamá
15066,"28300 Aranjuez, Madrid, España",40.04387418,-3.594190891,España
15067,"Wheaton, Wheaton-Glenmont, MD 20902, USA",39.0386859,-77.0507409,United States
15068,"Belén de Escobar, Buenos Aires Province, Argentina",-34.3453213,-58.7950701,Argentina
15069,"Pedro Juan Caballero, Paraguay",-22.5497781,-55.7384312,Paraguay
15070,"Bowling Green, MO 63334, USA",39.3419891,-91.1951437,United States
15071,"46870 Onteniente, Valencia, España",38.82077887,-0.607399996,España
15072,"Pickens, SC 29671, USA",34.8882592,-82.7193824,United States
15073,"Castle Rock, Colorado, EE. UU.",39.3722552,-104.8586826,United States
15074,"Beaver, PA, USA",40.6916624,-80.3709999,United States
15075,"Kobe, Hyogo Prefecture, Japan",34.6932379,135.1943764,日本
15076,"Liberty, NC, USA",35.82142745,-79.5585397,United States
15077,"Santa Elena de Uairén, Bolívar, Venezuela",4.6026496,-61.1060525,Venezuela
15078,"Decatur, GA 30033, USA",31.2102629,-83.238935,United States
15079,"Gilan Province, Iran",37.1515627,49.6389743,ایران
15080,"Washington, KS 66968, USA",39.7887478,-97.0917391,United States
15081,"Welwyn Garden City, UK",51.8031083,-0.2068872,United Kingdom
15082,"Martínez de la Torre, Ver., Mexico",20.1197165,-97.04616468,México
15083,"Forfar, Forfar, Angus DD8, UK",56.6256514,-2.9153156,United Kingdom
15084,"Martínez, Buenos Aires, Argentina",-34.4939666,-58.510352,Argentina
15085,"Roswell, NM, USA",33.3943282,-104.5229518,United States
15086,"Comfort, TX 78013, USA",29.967715,-98.9050337,United States
15087,"Marinduque, Philippines",13.416667,121.95,Pilipinas / Philippines
15088,"Southington, CT, USA",41.6005435,-72.8782941,United States
15089,"Durban, South Africa",-29.861825,31.009909,South Africa
15090,"Cd Río Bravo, Tamps., México",27.526623,-99.5310025,México
15091,"39300 Torrelavega, Cantabria, Spain",43.34895422,-4.048908078,España
15092,"Northridge, Los Angeles, CA, USA",34.2345615,-118.5369316,United States
15093,"Damascus, MD, USA",39.2694715,-77.19689408,United States
15094,"Manhattan, New York, United States",40.7896239,-73.9598939,United States
15095,"Suffolk, UK",52.24100135,1.046683031,United Kingdom
15096,"San Pedro, Belize",17.9204087,-87.9621768,Belize
15097,"Santiago del Estero, Santiago del Estero Province, Argentina",-34.4924006,-58.5022181,Argentina
15098,"Tecate, Baja California, Mexico",32.5653831,-116.6298787,México
15099,"North Las Vegas, Nevada, EE. UU.",36.2005843,-115.121584,United States
15100,"Bideford, Devon, UK",51.0181448,-4.2064223,United Kingdom
15101,"Tipton, West Midlands, UK",52.5290396,-2.0693747,United Kingdom
15102,"Derby, UK",52.9212617,-1.4761491,United Kingdom
15103,"Leominster, MA, USA",42.5267443,-71.7614891,United States
15104,"Howrah TAS 7018, Australia",-42.8787603,147.4062497,Australia
15105,"Montería, Cordoba, Colombia",8.6046053,-75.97832027,Colombia
15106,"Westport, CT, USA",41.1414855,-73.3578955,United States
15107,"Hopkins, MN, USA",44.9271194,-93.4074945,United States
15108,"Tres Arroyos, Provincia de Buenos Aires, Argentina",-38.3770014,-60.2755685,Argentina
15109,"Bangor, ME 04401, USA",44.8011821,-68.7778138,United States
15110,Columbus OH,39.9622601,-83.0007065,United States
15111,"Idanha, OR 97350, USA",44.7023729,-122.0812992,United States
15112,"Auburn, NY 13021, USA",42.9320202,-76.5672029,United States
15113,"Maryville, TN, USA",35.7564719,-83.9704593,United States
15114,"Gerona, Girona, España",41.9793006,2.8199439,España
15115,"Milford, OH, USA",39.174625,-84.2958988,United States
15116,"Gray, GA, USA",33.0095802,-83.5337816,United States
15117,"Montville, OH 44064, USA",41.6072757,-81.0503742,United States
15118,"Elmhurst, New York",40.7365804,-73.8783932,United States
15119,Chengdu,30.6598628,104.0633717,中国
15120,"Brookville, OH 45309, USA",39.8367207,-84.4113366,United States
15121,"Hummelstown, PA 17036, USA",40.2653681,-76.7083033,United States
15122,"Somerset West, Cape Town, South Africa",-34.0821129,18.8492883,South Africa
15123,"Romford, UK",51.5760462,0.1822646,United Kingdom
